Ticker,Period,Inventories
SSNLF,2023 Q1,54419586.0
SSNLF,2023 Q2,55504798.0
SSNLF,2023 Q3,55255957.0
SSNLF,2023 Q4,51625874.0
SSNLF,2024 Q1,53347700.0
SSNLF,2024 Q2,55566613.0
SSNLF,2024 Q3,53356759.0
SSNLF,2024 Q4,51754865.0
SSNLF,2025 Q1,53220267.0
SSNLF,2025 Q2,51037413.0
SSNLF,2025 Q3,50332392.0
SSNLF,2025 Q4,52636828.0
